0,1,0,-1
1,2,0,-1
2,1.4142135623730951,1.414213562373095,-1
3,0.7071067811865476,0.7071067811865475,-1
4,6.123233995736766e-17,1,-1
5,1.2246467991473532e-16,2,-1
6,-1.414213562373095,1.4142135623730951,-1
7,-0.7071067811865475,0.7071067811865476,-1
8,-1,1.2246467991473532e-16,-1
9,-2,2.4492935982947064e-16,-1
10,-1.4142135623730954,-1.414213562373095,-1
11,-0.7071067811865477,-0.7071067811865475,-1
12,-1.8369701987210297e-16,-1,-1
13,-3.6739403974420594e-16,-2,-1
14,1.414213562373095,-1.4142135623730954,-1
15,0.7071067811865475,-0.7071067811865477,-1
16,1,0,0
17,2,0,0
18,1.4142135623730951,1.414213562373095,0
19,0.7071067811865476,0.7071067811865475,0
20,6.123233995736766e-17,1,0
21,1.2246467991473532e-16,2,0
22,-1.414213562373095,1.4142135623730951,0
23,-0.7071067811865475,0.7071067811865476,0
24,-1,1.2246467991473532e-16,0
25,-2,2.4492935982947064e-16,0
26,-1.4142135623730954,-1.414213562373095,0
27,-0.7071067811865477,-0.7071067811865475,0
28,-1.8369701987210297e-16,-1,0
29,-3.6739403974420594e-16,-2,0
30,1.414213562373095,-1.4142135623730954,0
31,0.7071067811865475,-0.7071067811865477,0
0,3,0,-1
1,4,0,-1
2,2.8284271247461903,2.82842712474619,-1
3,2.121320343559643,2.1213203435596424,-1
4,1.8369701987210297e-16,3,-1
5,2.4492935982947064e-16,4,-1
6,-2.82842712474619,2.8284271247461903,-1
7,-2.1213203435596424,2.121320343559643,-1
8,-3,3.6739403974420594e-16,-1
9,-4,4.898587196589413e-16,-1
10,-2.8284271247461907,-2.82842712474619,-1
11,-2.121320343559643,-2.1213203435596424,-1
12,-5.51091059616309e-16,-3,-1
13,-7.347880794884119e-16,-4,-1
14,2.82842712474619,-2.8284271247461907,-1
15,2.1213203435596424,-2.121320343559643,-1
16,3,0,0
17,4,0,0
18,2.8284271247461903,2.82842712474619,0
19,2.121320343559643,2.1213203435596424,0
20,1.8369701987210297e-16,3,0
21,2.4492935982947064e-16,4,0
22,-2.82842712474619,2.8284271247461903,0
23,-2.1213203435596424,2.121320343559643,0
24,-3,3.6739403974420594e-16,0
25,-4,4.898587196589413e-16,0
26,-2.8284271247461907,-2.82842712474619,0
27,-2.121320343559643,-2.1213203435596424,0
28,-5.51091059616309e-16,-3,0
29,-7.347880794884119e-16,-4,0
30,2.82842712474619,-2.8284271247461907,0
31,2.1213203435596424,-2.121320343559643,0
